player_name,plus_minus,eFG_avg,winning_perct,total_games,pts
Jae Crowder,2.71875,54.4280442804428,65.625,32,9.970588235294116
Jarrett Culver,-4.157894736842104,45.3125,21.052631578947366,19,7.2105263157894735
Seth Curry,6.357142857142858,57.63358778625955,71.42857142857143,28,12.533333333333333
Stephen Curry,2.2857142857142856,59.54038997214485,54.28571428571429,35,28.83783783783784
Troy Daniels,,,0.0,0,0.0
Anthony Davis,5.869565217391305,55.48302872062664,73.91304347826086,23,22.52173913043478
Ed Davis,-3.3684210526315788,41.860465116279066,21.052631578947366,19,2.263157894736842
Terence Davis,1.4666666666666666,52.941176470588246,46.66666666666666,30,7.0625
DeMar DeRozan,-1.1333333333333333,51.07142857142857,56.66666666666666,30,20.3
Dewayne Dedmon,,,0.0,0,0.0
Matthew Dellavedova,,,0.0,0,0.0
Donte DiVincenzo,6.4444444444444455,51.94029850746269,61.111111111111114,36,10.263157894736842
Cheick Diallo,,,0.0,0,0.0
Hamidou Diallo,-2.625,50.16835016835017,40.625,32,11.90625
Gorgui Dieng,-0.4545454545454545,62.5,40.90909090909091,22,7.863636363636362
Spencer Dinwiddie,14.0,43.75000000000001,66.66666666666666,3,6.666666666666668
Luka Doncic,1.3636363636363635,53.99709302325582,54.54545454545454,33,28.205882352941174
Luguentz Dort,-3.2571428571428567,47.65625,42.857142857142854,35,12.432432432432432
Damyean Dotson,-3.2,47.46192893401015,40.0,30,6.67741935483871
Sekou Doumbouya,-3.15625,40.780141843971634,25.0,32,3.941176470588236
PJ Dozier,4.190476190476192,53.54330708661418,66.66666666666666,21,7.2608695652173925
Goran Dragic,1.6363636363636365,52.76679841897234,50.0,22,15.041666666666664
Andre Drummond,-4.32,47.368421052631575,36.0,25,17.48
Jared Dudley,0.2727272727272727,42.857142857142854,54.54545454545454,11,0.5454545454545454
Kris Dunn,,,0.0,0,0.0
Kevin Durant,8.368421052631579,59.192200557103064,63.157894736842096,19,29.0
Carsen Edwards,-1.1428571428571428,54.76190476190477,42.857142857142854,14,5.428571428571429
Henry Ellenson,,,0.0,0,9.0
Wayne Ellington,-1.9642857142857144,62.33480176211454,28.57142857142857,28,10.566666666666666
Joel Embiid,7.9,55.48446069469836,76.66666666666667,30,29.935483870967737
James Ennis III,0.4166666666666667,58.75,29.16666666666667,24,7.25
Drew Eubanks,-2.375,41.17647058823529,37.5,16,3.5882352941176467
Jacob Evans,,,0.0,0,0.0
Dante Exum,1.0,42.30769230769232,50.0,6,3.8333333333333335
Tacko Fall,4.75,69.23076923076923,62.5,8,2.625
Derrick Favors,1.6764705882352942,64.8854961832061,73.52941176470588,34,6.083333333333332
Cristiano Felicio,0.5,75.0,16.666666666666664,6,1.8333333333333333
Terrance Ferguson,-1.7777777777777777,20.0,66.66666666666666,9,0.18181818181818185
Bruno Fernando,-0.2777777777777778,44.00000000000001,55.555555555555564,18,1.631578947368421
Yogi Ferrell,-5.5,45.23809523809525,0.0,2,9.5
Dorian Finney-Smith,0.7692307692307693,53.51351351351351,57.69230769230769,26,8.178571428571429
Bryn Forbes,-0.027777777777777776,60.81081081081082,61.111111111111114,36,9.631578947368421
Evan Fournier,-2.6666666666666665,54.255319148936174,47.61904761904761,21,18.52380952380953
De'Aaron Fox,-4.8,51.66931637519875,40.0,35,23.459459459459463
Michael Frazier,,,0.0,0,0.0
Tim Frazier,2.0,25.0,100.0,3,1.3333333333333333
Melvin Frazier Jr.,,,0.0,0,0.0
Markelle Fultz,-3.625,41.346153846153854,75.0,8,12.875
Wenyen Gabriel,1.5,0.0,50.0,4,0.2
Daniel Gafford,-1.0769230769230769,66.66666666666667,46.153846153846146,26,4.814814814814816
Danilo Gallinari,1.0833333333333333,50.48309178743961,41.66666666666667,24,12.115384615384615
Langston Galloway,0.52,59.14634146341463,72.0,25,4.52
Darius Garland,-5.607142857142856,49.87714987714989,39.285714285714285,28,16.107142857142858
Marc Gasol,2.057142857142857,51.865671641791046,68.57142857142857,35,4.8
Rudy Gay,4.592592592592593,49.62962962962962,55.555555555555564,27,11.5
Paul George,8.592592592592592,60.421286031042136,70.37037037037038,27,23.464285714285715
Taj Gibson,2.833333333333333,61.29032258064515,66.66666666666666,12,3.8571428571428568
Harry Giles III,-3.4545454545454546,44.35483870967741,59.09090909090909,22,3.0909090909090913
Shai Gilgeous-Alexander,-4.366666666666666,57.58547008547009,43.33333333333334,30,23.71875
Rudy Gobert,8.861111111111109,64.05228758169935,75.0,36,14.26315789473684
Brandon Goodwin,-0.625,40.094339622641506,41.66666666666667,24,4.08
Aaron Gordon,-2.1052631578947367,50.0,42.105263157894726,19,13.55
Eric Gordon,-1.9230769230769231,53.14285714285714,38.46153846153847,26,17.814814814814813
Devonte' Graham,2.92,46.451612903225794,44.0,25,13.592592592592592
Treveon Graham,,,0.0,0,0.0
Jerami Grant,-1.6666666666666667,50.25597269624575,27.27272727272727,33,23.62857142857143
Josh Gray,,,0.0,0,0.0
Danny Green,2.9722222222222223,54.074074074074076,66.66666666666666,36,8.578947368421053
Draymond Green,2.7096774193548385,43.103448275862064,51.612903225806456,31,6.0606060606060606
Gerald Green,,,0.0,0,0.0
JaMychal Green,3.24,55.83333333333334,60.0,25,8.961538461538463
Javonte Green,-1.3636363636363635,59.859154929577464,50.0,22,4.7727272727272725
Jeff Green,0.9696969696969696,61.659192825112115,60.60606060606061,33,9.428571428571429
Blake Griffin,-3.6,45.270270270270274,30.0,20,12.25
Marko Guduric,,,0.0,0,0.0
Kyle Guy,1.7857142857142858,38.63636363636363,21.428571428571427,14,2.5625
Rui Hachimura,-4.321428571428571,49.09747292418773,50.0,28,12.866666666666667
Devon Hall,,,0.0,0,0.0
Tim Hardaway Jr.,-1.1764705882352942,54.38202247191011,55.88235294117647,34,16.194444444444443
James Harden,2.7096774193548385,58.1237911025145,61.29032258064516,31,25.15151515151515
Maurice Harkless,-3.5,60.00000000000001,40.0,10,1.3636363636363635
Jared Harper,-1.5,0.0,50.0,2,1.0
Montrezl Harrell,1.945945945945946,62.574850299401206,64.86486486486487,37,13.894736842105265
Gary Harris,5.157894736842105,51.92307692307693,57.894736842105274,19,9.68421052631579
Joe Harris,6.243243243243242,69.65699208443272,64.86486486486487,37,14.64102564102564
Tobias Harris,5.290322580645161,56.70212765957447,70.96774193548387,31,20.151515151515152
Shaquille Harrison,-3.2352941176470584,30.0,88.23529411764706,17,1.0
Josh Hart,-0.7777777777777778,54.31372549019608,41.66666666666667,36,8.973684210526315
Isaiah Hartenstein,1.6923076923076923,51.31578947368421,50.0,26,3.703703703703704
Udonis Haslem,,,0.0,0,0.0
Jaxson Hayes,-1.68,67.64705882352939,36.0,25,5.0
Gordon Hayward,0.4516129032258064,55.06958250497017,51.612903225806456,31,21.03030303030303
John Henson,,,0.0,0,0.0
Dewan Hernandez,,,0.0,0,0.0
Juancho Hernangomez,-2.117647058823529,48.88888888888889,23.529411764705877,17,6.105263157894738
Willy Hernangomez,0.45,54.99999999999999,40.0,20,6.863636363636362
Tyler Herro,-3.08,51.01449275362319,48.0,25,15.444444444444445
Kevin Hervey,,,0.0,0,0.0
Mario Hezonja,,,0.0,0,0.0
Buddy Hield,-3.5,52.85996055226825,38.888888888888886,36,16.315789473684212
George Hill,-1.1428571428571428,60.0,42.857142857142854,14,11.785714285714285
Solomon Hill,-1.7222222222222223,47.315436241610726,44.444444444444436,36,4.342105263157896
Jaylen Hoard,,,0.0,0,0.0
Aaron Holiday,0.17142857142857146,44.53125,45.714285714285715,35,7.351351351351353
Jrue Holiday,6.538461538461537,55.86419753086419,65.38461538461539,26,15.25
Justin Holiday,0.17142857142857146,60.56105610561057,45.714285714285715,35,11.432432432432432
Rondae Hollis-Jefferson,,,0.0,0,0.0
Richaun Holmes,-0.4375,65.27272727272727,43.75,32,13.441176470588234
Rodney Hood,-2.466666666666667,42.85714285714287,63.33333333333333,30,5.03125
Al Horford,-2.9166666666666665,51.76282051282052,41.66666666666667,24,14.384615384615385
Talen Horton-Tucker,-1.2121212121212122,48.356807511737095,63.63636363636363,33,7.1764705882352935
Danuel House Jr.,-7.6818181818181825,46.73913043478261,31.818181818181817,22,9.090909090909092
Dwight Howard,-1.9722222222222223,60.14492753623188,66.66666666666666,36,6.394736842105262
William Howard,,,0.0,0,0.0
Kevin Huerter,-1.8611111111111112,52.58397932816538,44.444444444444436,36,12.157894736842106
De'Andre Hunter,4.333333333333333,58.57142857142858,50.0,18,17.22222222222222
Chandler Hutchison,1.5714285714285714,30.555555555555554,28.57142857142857,7,1.8571428571428568
Serge Ibaka,4.351351351351353,56.30630630630631,62.16216216216216,37,11.23684210526316
Andre Iguodala,-2.264705882352941,51.70068027210885,52.941176470588246,34,4.6944444444444455
Ersan Ilyasova,,,0.0,0,0.0
Joe Ingles,5.875,68.36734693877551,71.875,32,11.323529411764708
Brandon Ingram,-0.5,53.78086419753087,41.66666666666667,36,23.73684210526316
Kyrie Irving,7.8076923076923075,58.254269449715366,69.23076923076923,26,27.357142857142854
Jonathan Isaac,,,0.0,0,0.0
Wes Iwundu,-2.2,32.97872340425532,45.0,20,2.0
Frank Jackson,1.3333333333333333,36.36363636363636,33.33333333333333,9,1.7777777777777777
Josh Jackson,-0.6875,48.20441988950277,28.125,32,13.235294117647056
Justin Jackson,-1.72,48.657718120805356,32.0,25,6.481481481481483
Reggie Jackson,1.1142857142857143,54.79999999999999,60.0,35,8.61111111111111
Jaren Jackson Jr.,,,0.0,0,0.0
Justin James,-0.3076923076923077,43.47826086956522,15.384615384615385,13,1.6
LeBron James,6.611111111111112,57.20524017467249,66.66666666666666,36,25.621621621621625
Amile Jefferson,,,0.0,0,0.0
DaQuan Jeffries,0.5833333333333334,50.0,16.666666666666664,12,4.142857142857143
Ty Jerome,-0.5,61.66666666666667,50.0,4,9.0
Alize Johnson,,,0.0,0,0.0
BJ Johnson,,,0.0,0,0.0
Cameron Johnson,5.735294117647059,56.46853146853147,67.64705882352942,34,10.441176470588236
James Johnson,-1.4642857142857142,52.1276595744681,46.42857142857143,28,5.724137931034483
Keldon Johnson,-3.8,51.82926829268293,56.66666666666666,30,13.93548387096774
Stanley Johnson,-1.4375,51.89873417721518,50.0,32,3.147058823529412
Tyler Johnson,2.055555555555556,53.47222222222222,72.2222222222222,18,4.65
Nikola Jokic,5.916666666666668,60.928143712574865,58.33333333333334,36,27.13157894736842
Damian Jones,-2.117647058823529,61.9047619047619,70.58823529411767,17,2.2777777777777777
Tyus Jones,-1.6969696969696968,48.6328125,51.51515151515152,33,8.028571428571428
Derrick Jones Jr.,1.0967741935483872,57.6923076923077,58.064516129032256,31,8.181818181818182
DeAndre Jordan,2.142857142857143,76.15894039735099,62.85714285714285,35,7.486486486486488
Cory Joseph,-5.166666666666667,50.746268656716424,38.888888888888886,36,6.605263157894738
Mfiondu Kabengele,-0.35,32.69230769230769,80.0,20,1.1428571428571428
Frank Kaminsky,1.4814814814814814,54.54545454545454,74.07407407407408,27,6.931034482758621
Enes Kanter,1.3714285714285714,59.39597315436242,60.0,35,12.243243243243244
Luke Kennard,-0.1176470588235294,59.113300492610826,67.64705882352942,34,7.457142857142857
Stanton Kidd,,,0.0,0,0.0
Michael Kidd-Gilchrist,,,0.0,0,0.0
Louis King,,,0.0,0,0.0
Maxi Kleber,3.0,62.06896551724137,65.21739130434783,23,7.52
Brandon Knight,,,0.0,0,0.0
Kevin Knox II,-2.5769230769230766,51.26050420168068,50.0,26,4.964285714285714
John Konchar,-0.631578947368421,47.72727272727272,52.631578947368425,19,4.157894736842104
Furkan Korkmaz,0.68,49.16666666666666,68.0,25,8.703703703703704
Luke Kornet,2.5,46.153846153846146,50.0,10,2.363636363636364
Kyle Korver,,,0.0,0,0.0
Rodions Kurucs,-0.6875,31.25,43.75,16,1.0
Kyle Kuzma,1.4166666666666667,53.28767123287671,66.66666666666666,36,11.810810810810812
Zach LaVine,-1.5,61.46926536731634,47.058823529411754,34,28.472222222222218
Skal Labissiere,,,0.0,0,0.0
Jeremy Lamb,-2.095238095238096,57.57575757575758,38.095238095238095,21,10.909090909090908
Romeo Langford,,,0.0,0,0.0
Vic Law,,,0.0,0,0.0
Jake Layman,-3.4166666666666665,57.82608695652174,16.666666666666664,24,6.5
Caris LeVert,3.75,48.99999999999999,50.0,12,18.076923076923077
TJ Leaf,,,0.0,0,0.0
Jalen Lecque,-1.0,25.0,66.66666666666666,3,1.6666666666666667
Courtney Lee,,,0.0,0,0.0
Damion Lee,1.2702702702702702,59.32203389830508,51.35135135135135,37,6.315789473684211
Alex Len,-2.4444444444444446,65.51724137931035,37.03703703703704,27,5.413793103448277
Kawhi Leonard,7.9,56.40569395017793,66.66666666666666,30,26.677419354838708
Meyers Leonard,-1.3333333333333333,64.28571428571428,66.66666666666666,3,3.333333333333333
Damian Lillard,2.088235294117647,54.80225988700565,58.82352941176471,34,29.722222222222218
Nassir Little,-0.7,59.285714285714285,55.00000000000001,20,5.363636363636363
Kevon Looney,2.074074074074074,60.81081081081079,51.851851851851855,27,3.7931034482758617
Brook Lopez,3.9722222222222223,55.79470198675496,61.111111111111114,36,10.842105263157897
Robin Lopez,-1.8857142857142857,59.793814432989684,40.0,35,8.108108108108109
Kevin Love,9.0,41.66666666666667,100.0,2,7.666666666666668
Kyle Lowry,1.7241379310344829,56.561679790026254,37.93103448275862,29,18.0
Timothe Luwawu-Cabarrot,-0.14705882352941174,50.90497737556561,61.764705882352935,34,7.205882352941178
Trey Lyles,-4.1,59.036144578313255,45.0,20,5.285714285714286
Daryl Macon,,,0.0,0,0.0
Josh Magette,,,0.0,0,0.0
Ian Mahinmi,,,0.0,0,0.0
Thon Maker,-2.25,55.555555555555564,37.5,8,3.75
Terance Mann,-1.8571428571428568,53.100775193798455,62.85714285714285,35,4.777777777777779
Boban Marjanovic,1.0,50.0,33.33333333333333,18,4.526315789473684
Lauri Markkanen,-5.7857142857142865,62.16216216216216,35.714285714285715,14,19.4375
Caleb Martin,-2.1538461538461537,48.49624060150375,50.0,26,5.37037037037037
Cody Martin,0.08695652173913042,54.6875,52.17391304347826,23,3.44
Jeremiah Martin,,,0.0,0,0.0
Kelan Martin,0.4166666666666667,40.0,50.0,12,1.5
Frank Mason,-4.75,41.66666666666667,25.0,4,6.25
Garrison Mathews,-2.0689655172413794,58.91472868217054,44.82758620689656,29,6.96774193548387
Wesley Matthews,-1.0333333333333334,48.72881355932204,56.66666666666666,30,4.193548387096774
Patrick McCaw,-5.0,0.0,66.66666666666666,3,0.0
CJ McCollum,4.615384615384615,59.42307692307693,61.53846153846154,13,26.69230769230769
T.J. McConnell,1.15625,54.21052631578947,46.875,32,6.617647058823528
Jalen McDaniels,-2.117647058823529,48.48484848484848,41.17647058823529,17,4.277777777777779
Doug McDermott,1.5294117647058822,58.57558139534883,47.058823529411754,34,13.416666666666664
JaVale McGee,-4.185185185185185,50.28735632183909,40.74074074074074,27,7.5
Rodney McGruder,-1.1666666666666667,60.465116279069754,25.0,12,5.071428571428571
Alfonzo McKinnie,-1.3888888888888888,61.66666666666666,66.66666666666666,18,2.333333333333333
Jordan McLaughlin,-3.583333333333333,43.26241134751774,8.333333333333332,24,5.416666666666668
Ben McLemore,-3.1666666666666665,47.14285714285714,33.33333333333333,24,6.5
Jordan McRae,,,0.0,0,0.0
Nicolo Melli,1.6470588235294117,31.25,41.17647058823529,17,2.0526315789473686
De'Anthony Melton,4.904761904761905,58.33333333333334,52.38095238095239,21,10.173913043478262
Chimezie Metu,-1.7272727272727273,51.66666666666666,36.36363636363637,11,3.363636363636364
Khris Middleton,4.472222222222221,57.10382513661202,61.111111111111114,36,20.289473684210527
CJ Miles,,,0.0,0,0.0
Darius Miller,2.0,64.58333333333333,25.0,12,3.4615384615384617
Malcolm Miller,,,0.0,0,0.0
Patty Mills,3.6666666666666665,58.23699421965318,54.54545454545454,33,13.323529411764708
Paul Millsap,1.3846153846153846,60.84656084656085,57.69230769230769,26,10.25
Shake Milton,1.6071428571428572,49.18300653594771,75.0,28,13.833333333333336
Donovan Mitchell,5.647058823529411,50.36549707602339,73.52941176470588,34,24.75
Naz Mitrou-Long,,,0.0,0,0.0
Adam Mokoka,-1.5714285714285714,39.285714285714285,14.285714285714285,7,1.5714285714285714
Malik Monk,1.9090909090909087,58.29596412556054,45.45454545454545,22,13.416666666666664
Matt Mooney,,,0.0,0,0.0
E'Twaun Moore,1.9090909090909087,45.26315789473684,77.27272727272727,22,4.25
Ja Morant,0.6,48.218829516539444,52.0,25,19.777777777777782
Juwan Morgan,-2.933333333333333,53.57142857142857,86.66666666666669,15,1.0666666666666669
Markieff Morris,0.935483870967742,50.3448275862069,58.064516129032256,31,5.4375
Monte Morris,3.8857142857142857,54.36241610738254,60.0,35,10.444444444444443
Marcus Morris Sr.,0.35714285714285715,55.81818181818181,64.28571428571429,28,12.20689655172414
Johnathan Motley,,,0.0,0,0.0
Emmanuel Mudiay,,,0.0,0,0.0
Dejounte Murray,1.9090909090909087,48.93390191897654,54.54545454545454,33,15.647058823529413
Jamal Murray,6.852941176470589,56.68449197860963,61.764705882352935,34,20.916666666666668
Dzanan Musa,,,0.0,0,0.0
Mike Muscala,0.1176470588235294,56.84410646387832,41.17647058823529,34,9.685714285714283
Svi Mykhailiuk,-0.9142857142857144,50.47169811320754,25.71428571428571,35,6.916666666666668
Abdel Nader,1.7894736842105263,56.111111111111114,68.42105263157895,19,6.666666666666668
Larry Nance Jr.,-2.263157894736842,56.55172413793104,42.105263157894726,19,9.35
Shabazz Napier,,,0.0,0,0.0
Nene,,,0.0,0,0.0
Raul Neto,-1.8,51.99004975124378,40.0,30,7.90625
Georges Niang,3.75,56.58682634730538,75.0,36,5.289473684210527
Nerlens Noel,-0.3125,61.261261261261254,50.0,32,4.764705882352942
Zach Norvell Jr.,,,0.0,0,0.0
Jaylen Nowell,-2.9090909090909087,49.11764705882353,13.636363636363635,22,10.125
Frank Ntilikina,-1.6666666666666667,66.21621621621622,66.66666666666666,9,4.727272727272728
Kendrick Nunn,-1.3928571428571428,54.84848484848485,53.57142857142857,28,14.033333333333333
Jusuf Nurkic,1.5833333333333333,50.0,58.33333333333334,12,9.833333333333334
David Nwaba,-0.07142857142857142,52.16346153846154,28.57142857142857,28,9.413793103448276
Royce O'Neale,6.388888888888888,58.685446009389665,75.0,36,7.526315789473684
Kyle O'Quinn,,,0.0,0,0.0
Semi Ojeleye,0.35294117647058826,55.29801324503312,50.0,34,5.5
Jahlil Okafor,-3.0,59.523809523809526,8.333333333333332,12,4.25
Elie Okobo,,,0.0,0,0.0
Josh Okogie,-4.517241379310344,39.55223880597015,24.13793103448276,29,4.774193548387096
KZ Okpala,-3.421052631578948,45.0,57.894736842105274,19,2.238095238095238
Victor Oladipo,-0.5833333333333334,46.78899082568807,41.66666666666667,24,20.08
Kelly Olynyk,1.7714285714285714,55.183946488294325,48.57142857142857,35,10.297297297297296
Miye Oni,0.8846153846153846,53.94736842105264,92.30769230769229,26,1.7037037037037035
Cedi Osman,-5.371428571428571,46.849315068493155,37.142857142857146,35,10.75
Kelly Oubre Jr.,-1.7428571428571429,50.10799136069114,54.28571428571429,35,15.216216216216214
Tariq Owens,,,0.0,0,0.0
Jabari Parker,-8.5,57.14285714285714,0.0,2,4.0
Chandler Parsons,,,0.0,0,0.0
