player_name,plus_minus,eFG_avg,winning_perct,total_games,pts
Steven Adams,4.8125,59.456118665018536,58.75,80,13.85
Bam Adebayo,0.25609756097560976,57.92181069958847,47.5609756097561,82,8.890243902
LaMarcus Aldridge,1.1111111111111112,52.23654283548142,59.25925925925925,81,21.32098765
Kyle Alexander,,,0.0,0,0.0
Nickeil Alexander-Walker,,,0.0,0,0.0
Grayson Allen,-2.8684210526315788,46.62921348314607,57.894736842105274,38,5.552631579
Jarrett Allen,-1.5,59.507042253521135,52.5,80,10.9125
Kadeem Allen,-1.947368421052632,52.127659574468076,15.789473684210524,19,9.947368421
Al-Farouq Aminu,4.703703703703703,51.433389544688026,64.19753086419753,81,9.382716048999999
Justin Anderson,-1.6458333333333333,48.4076433121019,35.41666666666667,48,3.708333333
Kyle Anderson,-1.3023255813953492,55.97826086956522,44.1860465116279,43,8.046511628
Ryan Anderson,-2.92,36.95652173913044,28.000000000000004,25,2.52
Giannis Antetokounmpo,9.097222222222221,59.903769045709716,77.7777777777778,72,27.69444444
Kostas Antetokounmpo,1.5,0.0,50.0,2,1.0
Thanasis Antetokounmpo,,,0.0,0,0.0
Carmelo Anthony,-6.3,49.173553719008275,40.0,10,13.4
OG Anunoby,-0.746268656716418,53.58910891089109,68.65671641791045,67,7.0
Ryan Arcidiacono,-3.08641975308642,54.42583732057417,27.160493827160487,81,6.716049383
Trevor Ariza,-4.797101449275362,49.79619565217392,31.88405797101449,69,12.50724638
D.J. Augustin,2.08641975308642,56.64697193500738,51.851851851851855,81,11.7037037
Deandre Ayton,-5.380281690140845,58.50574712643678,23.943661971830984,71,16.32394366
Dwayne Bacon,-0.5116279069767442,54.86381322957199,46.511627906976734,43,7.348837209
Marvin Bagley III,-1.6451612903225807,52.54957507082153,48.387096774193544,62,14.88709677
Lonzo Ball,-0.3404255319148936,48.79385964912281,53.19148936170214,47,9.893617021
Mo Bamba,-5.085106382978722,52.46913580246913,40.42553191489361,47,6.212765957
J.J. Barea,1.5263157894736843,46.75324675324675,52.631578947368425,38,10.92105263
Harrison Barnes,-0.7402597402597403,50.438169425511205,44.15584415584416,77,16.42857143
RJ Barrett,,,0.0,0,0.0
Will Barton,0.16279069767441862,47.5,62.7906976744186,43,11.48837209
Keita Bates-Diop,-1.7333333333333334,46.83098591549297,33.33333333333333,30,5.033333333
Nicolas Batum,-0.30666666666666664,55.33807829181494,46.66666666666666,75,9.32
Aron Baynes,2.5686274509803924,51.79372197309418,62.74509803921568,51,5.568627451
Kent Bazemore,-4.4179104477611935,47.17800289435601,35.820895522388064,67,11.62686567
Darius Bazley,,,0.0,0,0.0
Bradley Beal,-1.4268292682926829,53.977625854568046,39.02439024390244,82,25.59756098
Malik Beasley,1.6543209876543212,58.41248303934871,65.4320987654321,81,11.32098765
Marco Belinelli,0.4177215189873418,51.95652173913044,58.22784810126582,79,10.49367089
Jordan Bell,-1.5735294117647058,51.56249999999999,67.64705882352942,68,3.279411765
DeAndre' Bembry,-2.7926829268292686,48.701298701298704,35.365853658536594,82,8.37804878
Dragan Bender,-3.4565217391304346,50.25380710659899,19.565217391304348,46,5.0
Davis Bertans,3.381578947368421,61.03752759381898,57.894736842105274,76,7.973684211
Patrick Beverley,1.8974358974358971,52.41090146750525,61.53846153846154,78,7.641025641000001
Khem Birch,0.88,60.264900662251655,52.0,50,4.8
Goga Bitadze,,,0.0,0,0.0
Bismack Biyombo,-2.462962962962963,57.051282051282044,44.444444444444436,54,4.37037037
Nemanja Bjelica,1.051948051948052,56.57672849915683,49.35064935064935,77,9.623376623
Eric Bledsoe,7.089743589743589,54.78887744593204,75.64102564102564,78,15.91025641
Bogdan Bogdanovic,-0.5428571428571428,49.594438006952494,45.714285714285715,70,14.14285714
Bojan Bogdanovic,2.185185185185185,57.469077069457654,58.024691358024704,81,17.95061728
Bol Bol,,,0.0,0,0.0
Jonah Bolden,-0.6590909090909091,59.87654320987654,54.54545454545454,44,4.704545455
Jordan Bone,,,0.0,0,0.0
Isaac Bonga,0.5909090909090909,15.151515151515152,31.818181818181817,22,0.8636363640000001
